Date,open,high,low,close,mean_candle,adx,rsi,fastd,fastk,tema,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2020-01-13,130.71,130.77,127.68,129.05,129.05,,,74.46996466431098,68.63957597173159,,[],None,0.5372168284789627,0.019417475728156053,0.44336569579288126,,0,0.007913535921827003,0.005291686922702966,0.012282225821714954,0.007553287567796989
2020-01-14,129.05,152.68,129.05,149.3,149.3,,,82.88030875712046,89.10029022895841,,['bullish engulfing'],None,0.8569614896318242,0.1430385103681759,0.0,,0,0.007503917286646684,0.010617403986387941,0.012625206852610787,0.012550153730746645
2020-01-15,149.29,153.64,143.29,148.88,148.88,,,79.80132160464707,81.66409861325118,,['doji'],None,0.039613526570048,0.42028985507246347,0.5400966183574886,,0,0.012498303537278994,0.01085075352455031,0.01619020676498789,0.012446515025144725
2020-01-16,149.44,149.44,142.33,147.54,147.54,,,82.42223336342785,76.50231124807397,,['hanging man'],None,0.2672292545710281,0.0,0.7327707454289719,,0,0.012535317269373604,0.009829849295089933,0.015949869692243372,0.01211585820251003
2020-01-17,145.76,156.12,145.76,154.85,154.85,,81.39074040713383,84.56695612348905,95.53445850914201,,['bullish engulfing'],None,0.8774131274131266,0.12258687258687341,0.0,,0,0.011627247041985908,0.01145357316480311,0.016808574025070154,0.01391966519762914
2020-01-18,155.4,161.05,149.15,157.34,157.34,,82.24827823236261,86.81433991907198,88.40624999999997,,[],None,0.16302521008403334,0.31176470588235344,0.5252100840336132,,0,0.014005996224599332,0.01265192027224113,0.017657264313199257,0.014534094666554809
2020-01-19,157.0,159.99,146.21,150.34,150.34,,72.17859128335044,75.57639001586783,42.7884615384615,,[],None,0.4833091436865019,0.21698113207547234,0.2997097242380258,,0,0.014400809366941804,0.012394263490520176,0.016921232027919154,0.012806782906522825
2020-01-20,149.63,151.55,142.86,151.53,151.53,,72.78851428654679,60.11333689458686,49.14529914529909,,['hammer'],None,0.2186421173762953,0.002301495972383226,0.7790563866513215,,0,0.012582201330026771,0.010342732134175983,0.016082555784487744,0.013100425905728262
2020-01-21,149.34,152.5,146.29,152.48,152.48,,73.291899239881,48.27332063107207,52.88620120945562,,[],None,0.5056360708534593,0.003220611916265734,0.49114331723027493,,0,0.0125106414479772,0.010573650947982495,0.016941260117314526,0.013334846787446883
2020-01-22,152.48,153.38,148.32,150.47,150.47,,70.32754193601146,47.95589135885994,41.836173721825105,,['hanging man'],None,0.3972332015810257,0.1778656126482224,0.4249011857707519,137.46800000000002,0,0.013285462239824311,0.010787554691298003,0.01744947288572222,0.012838861553494847
2020-01-23,150.47,150.47,142.05,147.33,147.33,,65.84701647622482,41.38460435279035,29.43143812709031,,['hanging man'],None,0.37292161520189915,0.0,0.6270783847981009,138.8345,0,0.012789478229756575,0.010080213903743314,0.01587977137935955,0.01206403884970908
2020-01-24,147.33,149.42,140.2,146.98,146.98,,65.34726509053995,40.903063332541855,51.44157814871016,,['doji'],None,0.03796095444685713,0.22668112798264373,0.7353579175704992,140.16400000000002,0,0.01201465743790947,0.009824987846378218,0.015416621812091455,0.01197767326170747
2020-01-25,146.98,147.74,143.17,145.0,145.0,,62.45926880627108,39.09727755475597,36.41881638846745,,[],None,0.4332603938730811,0.16630196936543015,0.4004376367614888,141.359,0,0.011928292063022046,0.009416626154594071,0.01616016463089482,0.011489090792441287
2020-01-26,144.42,152.0,144.42,151.79,151.79,,67.72673112442654,58.59888720283259,87.93626707132017,,['bullish engulfing'],None,0.9722955145118723,0.027704485488127654,0.0,142.54149999999998,0,0.011296591035274084,0.010452114730189595,0.01647310352769759,0.013164583199672307
2020-01-27,152.04,155.68,149.7,154.16,154.16,,69.34362941766528,71.51198733758638,90.18087855297152,151.8475672909048,[],None,0.3545150501672238,0.2541806020066899,0.39130434782608636,143.84449999999998,0,0.01317688862568013,0.011346621293145356,0.017794957427792475,0.013749401609854564
2020-01-28,154.86,159.67,154.62,159.67,159.67,,72.76048800690253,92.70571520809722,100.0,155.81669624425192,[],None,0.9524752475247505,0.0,0.04752475247524949,145.51749999999998,0,0.013872746789058747,0.012316480311132715,0.01902668492560816,0.015109042723822588
2020-01-29,159.6,161.88,157.81,157.81,157.81,,69.92715164494449,89.47593511003203,78.24692677712459,157.34068803182302,[],None,0.4398034398034386,0.5601965601965614,0.0,147.2295,0,0.015042380723248323,0.012853670393777342,0.019825304990248822,0.01465007131329981
2020-01-30,156.95,168.91,155.0,167.0,167.0,58.317620578486,75.08876078434895,90.14927503432394,92.2008983258473,162.65698894035484,['bullish engulfing'],None,0.7225017972681534,0.1373112868439969,0.14018691588784968,149.07999999999998,0,0.014388471456243598,0.014562469615945546,0.0191218183502362,0.01691778489539894
2020-01-31,166.76,166.76,158.85,162.71,162.71,58.55037963109237,69.12434332140535,79.39098941919296,67.72514315460705,163.7743209128085,[],None,0.5120101137800234,0.0,0.48798988621997663,150.79000000000002,0,0.016809169535230907,0.014039863879436065,0.02008567015238872,0.0158591895453222
2020-02-01,162.09,166.24,162.0,165.29,165.29,58.766513037083996,70.63501463335868,78.1978804001794,74.66759972008393,165.5234636975524,[],None,0.7547169811320712,0.22405660377358844,0.02122641509434038,152.476,0,0.015656808676018805,0.013913466212931457,0.020874276172331695,0.016495827308305414
2020-02-02,163.61,173.72,160.5,169.73,169.73,59.41474990073148,73.07639236589543,73.69288010352943,78.68589743589739,168.58831505899508,[],None,0.4629349470499226,0.3018154311649024,0.23524962178517503,154.51,0,0.01603188116124416,0.015731648031113273,0.020498749496168374,0.017591436481811405
2020-02-03,170.98,176.49,169.0,171.61,171.61,60.15694137108681,74.05980981257474,76.8817535889877,77.29176361098189,171.22967814964562,[],None,0.08411214953271337,0.6515353805073417,0.26435246995994494,155.62550000000002,0,0.01785048919815918,0.016404958677685953,0.022626733994427183,0.018055343068791432
2020-02-04,172.4,172.67,166.81,170.66,170.66,60.246710002363386,72.61639948942198,74.30925814185466,66.95011337868476,172.19703605902575,['hanging man'],None,0.2969283276450535,0.0460750853242291,0.6569965870307174,156.7145,0,0.018200885861988134,0.01547642197374817,0.022078465047228733,0.017820922187072805
2020-02-05,171.9,189.26,170.44,185.9,185.9,61.121987816187925,79.51414722048166,77.51966136095054,88.31710709318503,179.99632180454768,[],None,0.7438894792773648,0.17853347502656677,0.07757704569606846,158.6325,0,0.018077506755006113,0.019508993680116674,0.022987239603543964,0.021581526647485284
2020-02-06,183.43,195.58,182.26,194.06,194.06,62.14187107020631,82.11228145033182,83.64475574071825,95.66704675028504,188.6595783102035,[],None,0.7980480480480464,0.11411411411411469,0.08783783783783888,160.59300000000002,0,0.02092262896201158,0.02104521147301896,0.02594638981171092,0.023595078642036853
2020-02-07,194.69,204.14,194.69,203.78,203.78,63.32313768527023,84.61526674254877,94.33992734151921,99.03562818108763,198.51733254197808,['three white soldiers'],None,0.9619047619047634,0.03809523809523658,0.0,162.91500000000002,0,0.02370112645124675,0.023125911521633444,0.029058254201517628,0.025993574400252684
2020-02-08,204.02,207.51,195.0,204.62,204.62,64.50149420314123,84.81304194721824,95.86731261021184,92.89926289926294,204.6810045090851,[],None,0.04796163069544323,0.2310151878497193,0.7210231814548375,165.629,0,0.026003380587531315,0.023945065629557602,0.02913586304792471,0.026200851811456524
2020-02-09,206.76,210.8,205.08,208.46,208.46,65.67243396611408,85.71697974296934,95.37902381898698,94.2021803766105,209.86315643603058,[],None,0.29720279720280024,0.4090909090909098,0.29370629370629,168.4755,0,0.026679498093792796,0.024744773942634905,0.03165940231174222,0.0271484056912455
2020-02-10,208.55,209.0,198.22,205.5,205.5,65.37980354675237,81.68113291567741,89.51033860188534,81.42957252978273,211.0735610505226,['hanging man'],None,0.28293135435992683,0.04174397031539783,0.6753246753246753,171.12650000000002,0,0.02712119529678845,0.024307243558580452,0.029941993646088634,0.02641799957557483
2020-02-11,204.29,218.92,197.05,217.91,217.91,65.49945214350969,84.89271478312736,90.4877888694718,95.83161370202232,217.27268047272713,['bullish engulfing'],None,0.6227709190672163,0.04618198445358903,0.3310470964791947,174.49849999999998,1,0.026070005305301604,0.026718522119591637,0.02964908283868125,0.029480276567288667
2020-02-12,218.07,252.3,218.07,244.11,244.11,66.41228084555993,89.19826101943524,87.65599750484249,85.70680628272252,233.40657201278958,[],buy,0.7607361963190186,0.2392638036809814,0.0,179.3375,1,0.029470333493726172,0.03483228001944579,0.03491146332731655,0.03594535772626551
2020-02-13,245.56,255.0,234.26,246.82,246.82,67.30462472269063,89.53062597621583,89.14093435787147,85.8843830888697,244.29644958092624,[],None,0.06075216972034669,0.39440694310511104,0.5448408871745423,184.3295,1,0.036253716795597836,0.03548857559552746,0.03896464791870598,0.036614074136220746
2020-02-14,247.04,264.05,240.54,264.05,264.05,68.2752201581729,91.35248075419086,90.53039645719737,100.0,258.75663313170344,[],None,0.7235219055720972,0.0,0.2764780944279028,190.28199999999998,1,0.03661891895226463,0.037688381137579,0.040536852936243074,0.04086572865412804
2020-02-15,265.13,265.66,241.54,243.96,243.96,69.20069017138471,74.97061209210217,84.75211350982529,68.37195744060631,257.16306119125807,"['bearish engulfing', 'dark cloud cover']",None,0.8776948590381409,0.021973466003317944,0.10033167495854116,194.8905,1,0.04108277504287424,0.03807972775887215,0.040787204053685286,0.03590834390283625
2020-02-16,242.67,252.34,219.08,240.53,240.53,67.33674361766164,72.57760175701068,71.85558208726236,47.19478882118091,253.45079343158295,[],sell,0.06434155141310845,0.2907396271797961,0.6449188214070954,199.209,1,0.03554058555724174,0.03484200291686922,0.035164317955933194,0.03506196114042058
2020-02-17,239.1,247.0,222.74,247.0,247.0,65.60593610349022,74.24741965753137,58.50221154196394,59.939888364104725,253.4109429120159,"['hammer', 'bullish engulfing']",None,0.3256389117889534,0.0,0.6743610882110467,203.5755,1,0.03465965873339009,0.03354399611084103,0.036080603045771695,0.03665849072433586
2020-02-18,246.2,266.0,237.0,261.34,261.34,64.69403253441457,77.51539318841016,65.73429279293545,90.06820119352082,259.71766693012285,[],buy,0.5220689655172409,0.16068965517241465,0.31724137931034446,208.752,1,0.036411642052534825,0.038162372386971316,0.039650609980497645,0.04019701224417279
2020-02-19,261.12,264.84,234.0,240.0,240.0,63.5386484620696,64.41524045790706,64.86487327396834,44.58653026427961,252.7104364781949,[],None,0.6848249027237361,0.12062256809338436,0.19455252918287955,212.402,1,0.040093274604878416,0.03788040836169178,0.038899556628171,0.03493117896430387
2020-02-20,239.29,243.55,228.34,241.16,241.16,61.88956900111326,64.76383874678797,60.571184995737354,47.05882352941174,248.27416981278395,['hammer'],None,0.12294543063773856,0.1571334648257734,0.719921104536488,216.3245,1,0.03470654279404326,0.03270539620807,0.03748256930344808,0.03521741919882346
2020-02-21,238.0,247.25,231.72,245.7,245.7,60.51493894304788,66.16104557075478,48.239929150216376,53.07443365695789,247.32877498077022,[],buy,0.49581455247907197,0.09980682549903486,0.4043786220218932,220.34499999999997,1,0.03438822469802964,0.03360476421973748,0.03832875608040276,0.036337704254615626
2020-02-22,243.93,244.64,237.19,241.92,241.92,59.238496746272894,63.88949608507546,45.397578913424276,36.0594795539033,244.66799739013908,"['hanging man', 'bearish harami']",None,0.26979865771812384,0.09530201342281619,0.63489932885906,223.95449999999997,1,0.03585150090683644,0.03297034516285852,0.039698176692811664,0.03540495590419836
2020-02-23,242.6,255.0,241.34,255.0,255.0,58.490871074043305,67.98555711266536,54.0583363670907,73.041095890411,249.2182407174004,[],None,0.9077598828696932,0.0,0.09224011713030682,228.12399999999997,1,0.03552331248226426,0.03548857559552746,0.04073713383019685,0.03863256130722955
2020-02-24,254.12,256.32,235.97,243.5,243.5,57.19863396856205,61.39200467659065,54.42737790007043,54.18155825589708,246.39883552284826,['bearish harami'],None,0.5218673218673222,0.10810810810810757,0.3700245700245702,231.766,1,0.03836596710713009,0.035809431210500724,0.039392748329532164,0.03579483484431987
2020-02-25,241.41,243.55,221.02,226.96,226.96,54.5509390174186,53.374183012941735,48.01661653791003,16.827195467422097,236.42067774117834,[],sell,0.6413670661340429,0.09498446515756834,0.2636484687083887,233.81900000000002,1,0.03522967020764704,0.03270539620807,0.035649999123771085,0.03171344391418716
2020-02-26,228.27,228.97,197.04,205.99,205.99,50.92923955639595,45.29697312782568,28.70219815968487,15.097840755735522,219.8572816222681,['three black crows'],None,0.6977763858440337,0.021922956467271798,0.2803006576886945,234.4155,1,0.03198726727615946,0.029161400097228972,0.02964657932750682,0.026538911398777072
2020-02-27,205.31,217.26,193.18,204.45,204.45,47.79592361694762,44.76125132656699,16.591420056647475,17.849223946784896,208.83485841807965,[],sell,0.0357142857142863,0.49626245847176065,0.46802325581395304,234.449,1,0.026321698683544933,0.0263150218765192,0.028680224014179884,0.02615890281157003
2020-02-28,208.38,213.16,194.65,208.1,208.1,44.886415958888456,46.37990719637999,18.859031070199197,23.630028508077274,204.13322649211955,['doji'],None,0.015126958400864466,0.2582387898433281,0.7266342517558074,234.623,1,0.027079246400414557,0.0253184248906174,0.029048240156819935,0.027059572515015277
2020-02-29,208.35,211.85,198.01,198.01,198.01,42.18473027640494,42.65856252275365,17.022764516917487,9.589041095890378,196.86302360897525,[],None,0.7471098265895955,0.25289017341040454,0.0,234.1005,1,0.027071843653995634,0.024999999999999994,0.02988941991142577,0.024569775992340608
2020-03-01,198.36,206.19,193.0,197.2,197.2,40.01740862540561,42.364694294812146,14.965155533821815,11.676396997497884,192.52226930672794,[],None,0.08794541319181388,0.5936315390447298,0.31842304776345637,233.6855,1,0.024606729096494806,0.02362421001458434,0.028635160813040288,0.02436990134582262
2020-03-02,196.56,210.85,195.88,207.09,207.09,37.61353172576188,47.15179551202001,26.448193571662518,58.07914262159938,195.3076129708798,['bullish engulfing'],None,0.7034068136272547,0.2511690046760181,0.045424181696727246,233.14449999999997,1,0.02416256431135952,0.024756927564414194,0.02935617203127386,0.02681034610392495
2020-03-03,207.98,209.59,197.42,200.89,200.89,35.38136031894985,44.64817881508208,36.29748146033396,39.1369047619047,194.72274214898908,['dark cloud cover'],None,0.5825801150369757,0.13229252259654983,0.28512736236647446,230.9835,1,0.026980543114828934,0.02445065629557608,0.029741712752134865,0.025280441402182337
2020-03-04,200.01,206.0,199.74,202.73,202.73,33.308629726910105,45.57182197354002,49.61136150626083,51.61803713527848,195.80120613852938,[],None,0.4345047923322688,0.5223642172523986,0.04313099041533262,228.779,1,0.025013880149535477,0.023578026251823044,0.0303225273446008,0.025734477636247886
2020-03-05,203.8,210.85,203.8,204.97,204.97,30.92977848462341,46.73705387630336,52.604588475531635,67.05882352941178,198.06112764750193,['inverse hammer'],None,0.16595744680850927,0.8340425531914908,0.0,225.825,1,0.025949093780459224,0.024756927564414194,0.031338952881416186,0.02628721739945812
2020-03-06,205.83,219.54,205.32,219.03,219.03,29.460514278919447,53.47052101869162,72.17377463125628,97.84446322907864,206.74731454831056,[],buy,0.9282700421940921,0.03586497890295295,0.035864978902954946,224.5785,1,0.026450012954806243,0.026869227029654837,0.031719486579928347,0.029756646448893788
2020-03-07,218.11,224.89,211.1,213.0,213.0,28.50757306878748,50.52067478692076,73.87323488964606,56.71641791044781,209.5769673756688,"['shooting star', 'bearish harami']",None,0.370558375634519,0.4916606236403174,0.13778100072516367,223.202,1,0.029480203822284744,0.028169664560038887,0.033166516038744334,0.028268690747037667
2020-03-08,211.4,211.4,174.08,175.27,175.27,28.005321177907607,36.829632227200634,52.300979929799475,2.342058649872069,193.04445512436976,[],sell,0.9681136120042872,0.0,0.0318863879957127,219.61550000000003,1,0.027824456206585982,0.02489061740398639,0.023898517671033626,0.018958480360465296
2020-03-09,176.82,184.67,167.5,176.84,176.84,27.86625850344882,37.587574223080914,25.111029620704844,16.274612301794747,183.43017998593828,['doji'],None,0.001164822364589997,0.45602795573674954,0.5428072218986605,215.39050000000003,1,0.019291557167709222,0.018393291200777824,0.02225120731826386,0.019345891712358183
2020-03-10,177.93,181.68,170.65,178.06,178.06,27.737128877165652,38.208013926469405,12.339029714329754,18.40041819132254,178.2976854238045,['doji'],None,0.011786038077968762,0.3281958295557574,0.6600181323662738,212.2935,1,0.019565458785209315,0.017666504618376273,0.02303981333820683,0.019646937476249467
2020-03-11,178.82,179.99,161.43,174.13,174.13,28.074708113383235,36.934288951218086,18.22921228644404,20.012606366214925,173.60542046780645,['hanging man'],None,0.2526939655172412,0.06303879310344912,0.6842672413793096,208.942,0,0.019785073595637317,0.01725571220223627,0.02073157603538963,0.01867717530240294
2020-03-12,172.1,172.1,91.35,98.44,98.44,30.389542941783294,21.83605770676957,14.772965703546747,5.905872553102876,134.20314526183137,[],None,0.9121981424148606,0.0,0.08780185758513936,201.579,0,0.01812685839779892,0.015337870685464265,0.003186969725039363,0.0
2020-03-13,98.64,127.46,78.62,123.78,123.78,32.75092076199815,31.876363534362667,22.834055286480098,42.58368694012259,122.27195626719464,[],None,0.5147420147420149,0.07534807534807521,0.40990990990990994,195.672,0,0.0,0.004487117160913951,0.0,0.006252868571315771
2020-03-14,124.23,124.23,110.57,111.92,111.92,34.94362873791195,29.93803856004897,26.933611492890247,32.31127498544537,110.14063141806801,[],None,0.90117130307467,0.0,0.09882869692532997,188.51799999999997,0,0.0063145426953399725,0.0037019931939718045,0.007998718202278692,0.0033263089321758713
2020-03-15,111.89,120.0,109.18,112.01,112.01,37.004299394091404,29.972837567162593,35.944567065847274,32.93873927197396,103.78088974440718,['doji'],None,0.011090573012939428,0.7384473197781886,0.250462107208872,181.9435,0,0.0032695463350236285,0.0026737967914438505,0.007650730149034019,0.0033485172262334266
2020-03-16,111.32,112.74,90.28,99.58,99.58,39.231171499099055,27.910916829990413,29.223974229009944,22.42190842961061,95.00304467269012,[],None,0.522707034728406,0.06322350845948362,0.4140694568121104,175.5745,0,0.0031288941530641205,0.000909090909090908,0.0029190940293761965,0.0002813050580623526
2020-03-17,100.49,110.5,98.82,106.77,106.77,41.298981310891875,30.87324207860032,37.6659434462557,57.63718263718263,94.21848219124556,['bullish harami'],None,0.5376712328767121,0.3193493150684933,0.1429794520547946,170.6135,0,0.00045650269583348904,0.0003646086533787042,0.005057092572332691,0.0020555009944380545
2020-03-18,106.5,109.0,101.31,109.0,109.0,43.21909042184235,31.80918587383455,45.06633423385005,55.13991163475699,96.03576703656051,['hammer'],None,0.3250975292587777,0.0,0.6749024707412222,165.84099999999998,0,0.001939519561757412,0.0,0.0056804668547638035,0.002605773169419675
2020-03-19,109.0,135.25,107.16,129.36,129.36,42.91547521077933,39.82059749810604,66.55982454532001,86.90237936402049,108.17927395297124,[],None,0.7248131007475974,0.20968316126735442,0.06550373798504817,161.904,0,0.002556415096667531,0.006380651434127367,0.007145020891800746,0.007629782802884122
2020-03-20,129.37,143.03,111.0,125.66,125.66,42.1121409540334,38.925589325632345,69.70446034872357,67.07109004739335,114.89248765885262,[],None,0.11582891039650352,0.4264751795192006,0.45769591008429583,158.2865,0,0.007582879915115179,0.008271754982984929,0.008106369182778843,0.006716775158295787
2020-03-21,124.9,129.64,117.18,125.04,125.04,41.36618771562646,38.76834638586612,71.09377277145896,59.307848902963144,119.33159711426032,['doji'],None,0.01123595505617984,0.3691813804173345,0.6195826645264857,154.67849999999999,0,0.0064798706986958846,0.005017015070491002,0.009653539088571722,0.006563784688121528
2020-03-22,124.96,129.18,115.0,115.64,115.64,40.75543386014,36.36954301799167,53.57565782205871,34.34803451581975,117.84124503314905,[],None,0.6572637517630457,0.2976022566995776,0.04513399153737661,150.10600000000002,0,0.006494676191533724,0.004905201750121539,0.009107773652547696,0.004244251753221438
2020-03-23,114.0,128.84,113.0,127.52,127.52,40.26658313822206,41.311969086398605,50.13880251121399,56.76052411485921,122.8594353015105,"['piercing line', 'bullish engulfing']",None,0.8535353535353531,0.08333333333333379,0.06313131313131312,146.4375,0,0.003790206166487769,0.004822557122022363,0.00860707141766327,0.007175746568818572
2020-03-24,127.53,133.75,124.14,129.0,129.0,39.41720336038417,41.9172435011373,49.101957882616745,56.1973150171714,126.88571198248033,[],None,0.1529656607700311,0.49427679500520294,0.35275754422476596,142.75100000000003,0,0.007128844801421327,0.006016042780748659,0.01139598286596952,0.0075409496266539006
2020-03-25,128.61,131.98,123.8,126.23,126.23,38.64421812776351,41.063626962136304,58.90562509220294,63.75903614457834,128.0822304360249,[],None,0.2909535452322753,0.41198044009779694,0.29706601466992777,138.81400000000002,0,0.007395343672502504,0.005585804569761786,0.011310863486039165,0.006857427687326962
2020-03-26,126.45,128.0,122.0,126.46,126.46,38.014282711997275,41.17075327156264,61.60794034708922,64.86746987951804,128.86657691447084,['doji'],None,0.0016666666666651508,0.2566666666666677,0.7416666666666671,134.1855,0,0.006862345930340158,0.004618376276130286,0.010860231474643184,0.006914182216585154
2020-03-27,126.46,128.8,119.42,120.26,120.26,37.55914088090992,39.107189564592744,54.53815261044173,34.98795180722894,126.22514669259229,['bearish engulfing'],None,0.6609808102345397,0.2494669509594899,0.08955223880597042,129.5485,0,0.006864813512479796,0.004812834224598932,0.010214325591642277,0.005384277514842547
2020-03-28,120.0,121.27,114.5,120.34,120.34,37.38305752930354,39.149571003086855,43.39769467480306,30.337662337662355,124.4765463696821,['doji'],None,0.05022156573116745,0.13737075332348495,0.8124076809453475,126.80199999999999,0,0.005270755450272051,0.00298249878463782,0.00898259809382659,0.005404018220671481
2020-03-29,118.88,119.92,113.23,114.35,114.35,37.28372706164935,37.06918360394461,23.766315826074813,5.9733333333332865,120.37999701766898,[],None,0.6771300448430497,0.1554559043348291,0.16741405082212119,123.67750000000001,0,0.004994386250632317,0.0026543509965969853,0.008664652174674981,0.003925932871729827
2020-03-30,113.68,125.0,113.08,122.19,122.19,36.644866161116965,41.45434704556706,31.420883205005268,57.95165394402031,121.58517891922313,['bullish engulfing'],None,0.7139261744966434,0.2357382550335572,0.05033557046979937,120.88400000000001,0,0.0037112435380192745,0.0038891589693728704,0.008627099507058648,0.005860522042965648
2020-03-31,122.02,125.0,121.48,122.43,122.43,36.05163818205118,41.588530945559064,41.134452926208574,59.47837150127227,122.49090687348837,"['inverse hammer', 'doji']",None,0.11647727272727593,0.7301136363636352,0.15340909090908883,118.299,0,0.005769207042479428,0.0038891589693728704,0.010730048893573235,0.0059197441604524614
2020-04-01,122.42,126.19,120.0,125.49,125.49,35.596291943220045,43.3706718308474,70.69686329996907,94.66056445461477,124.5497514445101,[],None,0.4959612277867519,0.11308562197092134,0.39095315024232674,119.65150000000001,0,0.005867910328065048,0.004178415167719978,0.010359529239758757,0.006674826158409294
2020-04-02,126.0,139.19,123.75,131.93,131.93,33.78384666613,47.03332456072584,75.44449914219594,72.19456147070092,128.96007387636894,['inverse hammer'],None,0.38406735751295384,0.47020725388600987,0.1457253886010363,120.059,0,0.006751304734056336,0.0073383568303354366,0.011298345930167056,0.008263952977638718
2020-04-03,131.46,136.71,130.02,133.19,133.19,32.10086176597496,47.74543593762891,81.29180822047732,77.02029873611643,132.28135884905197,[],None,0.25859491778774146,0.5261584454409584,0.21524663677130018,121.12250000000002,0,0.008098604582300037,0.006735537190082644,0.01286804743652973,0.008574869094444472
2020-04-04,132.75,136.53,131.28,135.73,135.73,30.538090072973855,49.22734959156056,77.06154537725935,81.96977592496087,135.46259213468556,[],None,0.5676190476190457,0.15238095238095456,0.2799999999999998,122.30850000000001,0,0.008416922678313656,0.006691784151677198,0.013183489844506915,0.009201636504513222
2020-04-05,135.74,136.71,131.85,133.35,133.35,29.066571628544246,47.85779521105326,76.18585257505767,69.56748306409585,136.10660995776652,[],None,0.49176954732510453,0.19958847736625435,0.3086419753086411,123.997,0,0.009154729738066157,0.006735537190082644,0.01332618998144898,0.008614350506102347
2020-04-06,133.82,159.48,133.01,158.77,158.77,28.327362314729463,60.4984646874697,83.18337777478303,98.01287433529252,148.6814227307579,[],None,0.9425765017000385,0.026822818284850003,0.030600680015111535,126.59700000000001,0,0.008680953967255184,0.01227029654837141,0.013616597277681941,0.014886959783247056
2020-04-07,158.89,163.0,150.02,150.85,150.85,27.882407510901324,55.94757536664062,76.91328266658401,63.15949060036383,152.51149060786636,[],None,0.6194144838212634,0.31664098613251285,0.06394453004622379,128.6895,0,0.014867182391333854,0.013125911521633449,0.01787506978537399,0.012932629906182297
2020-04-08,152.69,161.75,150.88,159.9,159.9,27.46923519306091,59.67991722973621,83.7997836880939,90.2269861286255,158.91031011420048,[],None,0.66329346826127,0.1701931922723085,0.1665133394664215,130.2165,0,0.01333728146475676,0.012822070977151191,0.018090371746374283,0.015165797253080787
2020-04-09,159.9,160.0,153.26,158.09,158.09,27.08557518363767,58.61036812788893,79.20801230720186,84.23756019261639,161.6082907451258,['hanging man'],None,0.2685459940652819,0.014836795252224656,0.7166172106824935,131.83800000000002,0,0.015116408187437542,0.012396694214876033,0.01868620740588675,0.01471916378370109
2020-04-10,157.79,157.79,140.68,147.1,147.1,25.36383209884074,52.462490432356056,73.81562458790752,46.98232744248082,157.43462556026472,[],None,0.6247808299240214,0.0,0.37521917007597855,132.941,0,0.014595748355973402,0.0118595041322314,0.015536790348463718,0.012007284320450881
2020-04-11,147.18,150.92,141.71,147.53,147.53,23.765070662957875,52.671673901519334,53.96995059760105,30.68996415770608,154.52406189246415,['doji'],None,0.03800217155265962,0.3680781758957648,0.5939196525515755,134.5355,0,0.011977643705814861,0.010189596499756925,0.0157946519994292,0.012113390614281419
