Date,open,high,low,close,mean_candle,adx,rsi,fastd,fastk,tema,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2020-01-03,6244.33,6608.59,6244.33,6568.73,6568.73,,,,,,[],None,0.8905726678745935,0.10942733212540647,0.0,,0,0.03478823404419826,0.0312510654062345,0.053437256574798774,0.041111224178284306
2020-01-04,6558.96,6690.0,6520.12,6568.18,6568.18,,,,,,[],None,0.054273604897576225,0.7170944195902968,0.2286319755121269,,0,0.04062196555756607,0.03273529593543989,0.05855224600319003,0.04110102959709347
2020-01-05,6590.9,6699.28,6568.18,6589.0,6589.0,,,,,,['doji'],None,0.014492753623185691,0.8266971777269303,0.15881006864988403,,0,0.04121418303376659,0.03290448472442191,0.059443599540042295,0.04148694083417252
2020-01-06,6568.18,6950.0,6500.0,6914.15,6914.15,,,,,,['bullish engulfing'],None,0.7688222222222207,0.07966666666666747,0.15151111111111176,,0,0.04079291875514181,0.037475499075022276,0.05817908676137839,0.047513791878181055
2020-01-07,6942.65,7352.71,6900.0,7315.6,7315.6,,,,,,[],None,0.8238165713149714,0.08197300700227446,0.09421042168275415,,0,0.047736177312211525,0.04481752679171931,0.06559775956081457,0.05495490936739286
2020-01-08,7353.14,7552.26,7079.19,7239.17,7239.17,,,,,,[],None,0.24091572071786438,0.4209102247024745,0.3381740545796611,,0,0.05534730291664325,0.0484556327013488,0.068921139508142,0.05353823329390811
2020-01-09,7209.85,7209.85,6983.08,7030.39,7030.39,,,72.43422000865492,50.40484290954709,,[],None,0.7913745204392102,0.0,0.20862547956078983,,0,0.05269048256082698,0.04221296748202415,0.06713861790125747,0.04966837027386167
2020-01-10,7059.9,7350.0,6924.0,7350.0,7350.0,,,67.14310151483473,80.77851481572993,,[],None,0.6809859154929586,0.0,0.3190140845070414,,0,0.049910175405026486,0.044768119289764416,0.06604287992878075,0.05559253408187509
2020-01-11,7350.0,7438.1,7168.68,7225.27,7225.27,,,60.35050282090435,49.86815073743604,,[],None,0.4629574641823158,0.32699873802984314,0.21004379778784102,,0,0.0552890824133474,0.04637431889206138,0.07058088208019586,0.053280588423812086
2020-01-12,7213.35,7352.97,7171.15,7352.97,7352.97,,,66.30857399825554,68.27905644160063,,"['piercing line', 'bullish engulfing']",None,0.767902320976787,0.0,0.232097679023213,,0,0.05275537802628416,0.0448222669948589,0.07062669238473235,0.055647584820305684
2020-01-13,7352.97,7352.97,7247.06,7306.14,7306.14,,,64.15968307770392,74.3318420540751,,[],None,0.4421678783873099,0.0,0.5578321216126901,,0,0.05534415085117819,0.0448222669948589,0.07203457101524538,0.05477956257091027
2020-01-14,7288.12,7970.49,7288.12,7894.24,7894.24,,,78.44154560060764,92.7137383061472,,['bullish engulfing'],None,0.8882571039172297,0.11174289608277037,0.0,,0,0.05414173058406474,0.056080614082377814,0.0727960977781075,0.06568035020425306
2020-01-15,7895.5,7989.59,7705.73,7881.35,7881.35,,,84.62007096738581,86.81463254193518,,[],None,0.04984851687451422,0.33146621574015345,0.6186852673853324,,0,0.0654035042438853,0.056428836697631754,0.08054137764753885,0.0654414262923439
2020-01-16,7906.51,7917.05,7699.0,7845.98,7845.98,,,87.32719150127254,82.45320365573524,,['hanging man'],None,0.2775968814492117,0.048337537262095644,0.6740655812886927,,0,0.06560764683665199,0.05510632002168826,0.08041655847768833,0.06478582204376143
2020-01-17,7816.48,8075.59,7816.48,8035.0,8035.0,,79.59256164654504,88.12293271410645,95.10096194464893,,['bullish engulfing'],None,0.8433483848558525,0.1566516151441475,0.0,,0,0.06393835004947815,0.057996750043801296,0.08259542267888273,0.0682894215650239
